ID,method,signature,fanIN,fanOUT,localVar,parametersCount,commentToCodeRatio,countPath,complexity,execStmt,maxNesting,readability,cos,Purpose,Notice,UnderDev,StyleAndIde,Metadata,Discarded,longMethod,longParam,messageChains,featureEnvy
1,com.puppycrawl.tools.checkstyle.LineText:appendText,Lcom/puppycrawl/tools/checkstyle/LineText.appendText(Ljava/lang/String;)V,0,0,0,1,0.75,0,1,4,0,0.9926573634147644,0.82502864732539,0,0,0,0,0,0,0,0,0,0
1,com.puppycrawl.tools.checkstyle.CheckStyleTask:setStaticPattern,Lcom/puppycrawl/tools/checkstyle/CheckStyleTask.setStaticPattern(Ljava/lang/String;)V,0,1,0,1,0.2222222222222222,0,4,9,0,0.7466491460800171,0.5330017908890261,0,0,0,0,0,0,0,0,0,0
1,com.puppycrawl.tools.checkstyle.Configuration:isAllowNoAuthor,Lcom/puppycrawl/tools/checkstyle/Configuration.isAllowNoAuthor()Z,1,0,0,0,0.5,0,2,4,0,0.9123240113258362,0.5773502691896258,0,0,0,0,0,0,0,0,0,0
1,com.puppycrawl.tools.checkstyle.InputBraces:testWhile,Lcom/puppycrawl/tools/checkstyle/InputBraces.testWhile()V,1,2,0,0,0.2222222222222222,5,3,9,1,0.0763879269361496,0.44172610429938614,0,0,0,0,0,0,0,0,0,0
1,com.puppycrawl.tools.checkstyle.PropertyCacheFile:PropertyCacheFile,Lcom/puppycrawl/tools/checkstyle/PropertyCacheFile.PropertyCacheFile(Ljava/lang/String;)Lcom/puppycrawl/tools/checkstyle/PropertyCacheFile;,0,3,0,1,0.2222222222222222,1,3,18,1,0.18733997642993927,0.6297077035478559,0,0,0,0,0,0,0,0,0,0
1,com.puppycrawl.tools.checkstyle.Configuration:getHeaderLines,Lcom/puppycrawl/tools/checkstyle/Configuration.getHeaderLines()[Ljava/lang/String;,1,0,0,0,0.5,0,3,4,0,0.9768403768539429,0.7071067811865475,0,0,0,0,0,0,0,0,0,0
1,com.puppycrawl.tools.checkstyle.InputPublicOnly:InputPublicOnly,Lcom/puppycrawl/tools/checkstyle/InputPublicOnly.InputPublicOnly(Ljava/lang/Class;)Lcom/puppycrawl/tools/checkstyle/InputPublicOnly;,0,0,0,1,0.0,0,1,2,0,0.920052170753479,0.0,0,0,0,0,0,0,0,0,0,0
1,com.puppycrawl.tools.checkstyle.Verifier:reportEndMethodBlock,Lcom/puppycrawl/tools/checkstyle/Verifier.reportEndMethodBlock()V,0,0,0,0,0.75,0,1,4,0,0.7681803703308105,0.2581988897471611,0,0,0,0,0,0,0,0,0,0
1,com.puppycrawl.tools.checkstyle.Checker:fireAuditFinished,Lcom/puppycrawl/tools/checkstyle/Checker.fireAuditFinished()V,0,4,0,0,0.2222222222222222,1,3,9,1,0.49053874611854553,0.4068667356033675,0,0,0,0,0,0,0,0,0,0
1,com.puppycrawl.tools.checkstyle.Verifier:inInterfaceBlock,Lcom/puppycrawl/tools/checkstyle/Verifier.inInterfaceBlock()Z,3,3,0,0,0.5,0,3,4,0,0.7812765836715698,0.4803844614152615,0,0,0,0,0,0,0,0,1,0
1,com.puppycrawl.tools.checkstyle.Scope:toString,Lcom/puppycrawl/tools/checkstyle/Scope.toString()Ljava/lang/String;,5,0,0,0,0.5,0,2,4,0,0.9980736374855042,0.0,0,0,0,0,0,0,0,0,0,0
